"Story","Title","Result","Date","Stability","Duration (s)"
"verificar la tarifa de los clientes","buscar tarifa mas economica en los diferentes destinos y verificar","SUCCESS","2021-03-18T15:38:17.162-05:00[America/Bogota]","0.0","85.49"
